,Naam,Gemeente,"Personeelsbestand (Laatste jaar)
Laatst beschikb. jr","Omzet
EUR
Laatst beschikb. jr","Totaal der activa
EUR
Laatst beschikb. jr",WCM - Naam,Telefoon,E-mail adres,"BvD ID
nummer","Netto toegevoegde waarde
EUR
Laatst beschikb. jr",Ondernemingsnummer,Adres,Postcode,Web adres,"Ibid, omschrijving",Beursnotatie
5684,GEBROEDERS PEETERS,DILSEN,1,n.b.,135654,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 79 28 75,,BE0480377157,84716,0480 377 157,Europalaan 153A,3650,,Detailhandel in vlees van wild en van gevogelte in gespecialiseerde winkels,Niet beursgenoteerd
5685,TWIN ARC,LANAKEN,7,n.b.,1880500,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 71 40 93,info@twin-arc.be,BE0480377949,195821,0480 377 949,Europark 27,3620,,"Vervaardiging van aanhangwagens, caravans en opleggers",Niet beursgenoteerd
5686,AUTOMATIC CONSUMPTION,LANKLAAR,1,n.b.,277464,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 488 171 235,,BE0480412393,33845,0480 412 393,Bekaertlaan 15,3650,,"Groothandel in andere machines en werktuigen, n.e.g.",Niet beursgenoteerd
5687,DE ZESBUNDER,GINGELOM,3,n.b.,620856,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 468 412 410,de.zesbunder@proximedia.be,BE0480427934,166424,0480 427 934,Schepen Beckersstraat 9,3890,,Eetgelegenheden met volledige bediening,Niet beursgenoteerd
5688,AUTORIJSCHOOL STUUR ZELF,SINT-TRUIDEN,3,n.b.,154402,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 68 56 24,,BE0480496725,122060,0480 496 725,Prins Albertlaan 52 b.4,3800,,Autorijscholen,Niet beursgenoteerd
5689,CRUISE CONSULTING CENTER,GENK,2,n.b.,1331277,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 3 313 77 61,,BE0480501970,-38029,0480 501 970,Rootenstraat 7 b.18,3600,,Reisorganisatoren,Niet beursgenoteerd
5690,DUIVENKRANT,HEUSDEN (LIMB.),2,n.b.,426259,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 74 81 65,,BE0480517511,100458,0480 517 511,Obbeekstraat 78,3550,,Uitgeverijen van kranten,Niet beursgenoteerd
5691,BAKKERIJ GIELEN,OUDSBERGEN,1,n.b.,1047224,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 79 34 73,,BE0480523548,235218,0480 523 548,Kuilenweg 2,3670,,Ambachtelijke vervaardiging van brood en van vers banketbakkerswerk,Niet beursgenoteerd
5692,LIMBURGS VASTGOED,HASSELT,3,n.b.,1027364,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 22 19 17,info@limburgsvastgoed.be,BE0480768325,43663,0480 768 325,Thonissenlaan 118,3500,www.limburgsvastgoed.be,"Bemiddeling bij de aankoop, verkoop en verhuur van onroerend goed voor een vast bedrag of op contractbasis",Niet beursgenoteerd
5693,AUB.SVP,HASSELT,9,n.b.,128078,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 473 902 491,,BE0500478725,342235,0500 478 725,Dokter Willemsstraat 19,3500,,Eetgelegenheden met beperkte bediening,Niet beursgenoteerd
5694,ROBANDEN,BILZEN,5,n.b.,746831,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 471 384 086,,BE0500504261,323193,0500 504 261,Tongersestraat 100,3740,,Bandenservicebedrijven,Niet beursgenoteerd
5695,ELV,PAAL,1,n.b.,795349,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 63 04 44,,BE0500518020,169756,0500 518 020,Buitingstraat 19,3583,,Handelsbemiddeling en groothandel in onderdelen en accessoires van motorvoertuigen,Niet beursgenoteerd
5696,KANTOOR CAMPS,PAAL,4,n.b.,530302,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 42 23 81,,BE0500560382,362144,0500 560 382,Beverlosesteenweg 288,3583,,Verzekeringsagenten en -makelaars,Niet beursgenoteerd
5697,PRISMAWORX FOOD,MOLENBEERSEL,133,n.b.,1706703,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0500620364,5890962,0500 620 364,Hunselerstraat 2,3640,,Verwerking en conservering van gevogelte,Niet beursgenoteerd
5698,SCINTILLA,BILZEN,1,n.b.,113113,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 51 57 10,,BE0500629470,19184,0500 629 470,Onze-Lieve-Vrouwstraat 20,3740,,"Overige detailhandel in nieuwe artikelen in gespecialiseerde winkels, n.e.g.",Niet beursgenoteerd
5699,DE KEUKENKOETS,HALMAAL,1,n.b.,58014,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 75 77 53,,BE0500673814,35204,0500 673 814,Halmaal-Dorp 78,3800,,Catering,Niet beursgenoteerd
5700,SAPORI DEL MEDITERRANEO,MAASMECHELEN,1,n.b.,196248,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 65 43 04 18,,BE0500699053,26760,0500 699 053,Heirstraat 220 A,3630,,"Groothandel in andere voedingsmiddelen, n.e.g.",Niet beursgenoteerd
5701,KANTOOR HUMBLET,STOKKEM,2,n.b.,361316,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 479 764 260,,BE0500922351,139645,0500 922 351,Brammertstraatje 17 b.1,3650,,Accountants en belastingconsulenten,Niet beursgenoteerd
5702,TECHNIEK CENTER WINTMOLDERS,SINT-TRUIDEN,2,n.b.,1464010,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 70 70 07,,BE0500932150,186506,0500 932 150,Lichtenberglaan,3800,,"Groothandel in machines, werktuigen en toebehoren voor de  landbouw",Niet beursgenoteerd
5703,'T VERFPOTJE,LANAKEN,2,n.b.,173595,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 20 53 37,,BE0500958973,154880,0500 958 973,Pastoorslindestraat 15,3620,,Schilderen van gebouwen,Niet beursgenoteerd
5704,AKURA,PELT,2,n.b.,70041,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 64 90 79,,BE0500986291,82551,0500 986 291,Geuskens 48,3910,,Vervaardiging van metalen constructiewerken en delen daarvan,Niet beursgenoteerd
5705,JASPERS2,LOMMEL,2,n.b.,774151,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 54 64 00,,BE0501503559,94993,0501 503 559,Kapelstraat 29 b.0002,3920,,Verzekeringsagenten en -makelaars,Niet beursgenoteerd
5706,Y-TECH,LEOPOLDSBURG,5,n.b.,430744,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 91 61 98,,BE0501511279,350450,0501 511 279,Lommelsesteenweg 46,3970,,"Installatie van verwarming, klimaatregeling en ventilatie",Niet beursgenoteerd
5707,SMAKHOEKJE,WELLEN,4,n.b.,156278,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 12 39 52 88,,BE0501541171,167675,0501 541 171,Broekstraat 37 A,3830,,Eetgelegenheden met beperkte bediening,Niet beursgenoteerd
5708,VAN MOSSEL TONGEREN,TONGEREN,9,n.b.,838732,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 12 23 10 55,,BE0501541567,426086,0501 541 567,Maastrichtersteenweg 463 465,3700,,"Detailhandel in auto's en lichte bestelwagens (< of = 3,5 ton)",Niet beursgenoteerd
5709,ISDE,HELCHTEREN,1,n.b.,24784,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 60 60 49,,BE0501562650,33418,0501 562 650,Ambachtstraat 48,3530,,Detailhandel in kranten en kantoorbehoeften in gespecialiseerde  winkels,Niet beursgenoteerd
5710,RAAM-INNO,KWAADMECHELEN,3,n.b.,927003,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 13 29 79 79,,BE0501584921,323015,0501 584 921,Kanaalstraat 5,3945,,Schrijnwerk,Niet beursgenoteerd
5711,T STRIJKATELJEE,GENK,10,n.b.,277080,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 496 102 454,,BE0501604717,529638,0501 604 717,Oude Zonhoverweg 10,3600,,Activiteiten van wasserettes en wassalons ten behoeve van particulieren,Niet beursgenoteerd
5712,VSVANDEREYT,ZONHOVEN,1,n.b.,539709,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 478 342 304,,BE0501635894,186444,0501 635 894,Breilaarschansweg 30,3520,,"Installatie van verwarming, klimaatregeling en ventilatie",Niet beursgenoteerd
5713,TUNIFY,PAAL,8,n.b.,2241376,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 475 314 532,,BE0501662719,340124,0501 662 719,De Weven 14 b.2,3583,,Overige diensten op het gebied van informatietechnologie en computer,Niet beursgenoteerd
5714,CLAUWERS HOLDING,KAULILLE,2,n.b.,1410572,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 21 39 25,,BE0501713593,204397,0501 713 593,Kettingbrugweg 48,3950,,Holdings,Niet beursgenoteerd
5715,LEGUBEST,TONGEREN,2,n.b.,200023,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 12 74 71 78,,BE0501715870,51720,0501 715 870,Maastrichtersteenweg 402,3700,,"Groothandel in groenten en fruit, m.u.v. consumptieaardappelen",Niet beursgenoteerd
5716,@LFA KINE,VELM,1,n.b.,234124,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0501739527,64800,0501 739 527,Velmerlaan 241,3806,,Ambulante revalidatieactiviteiten,Niet beursgenoteerd
5717,APSUA,BERINGEN,1,n.b.,125445,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0501765756,108701,0501 765 756,Paalsesteenweg 51,3580,,Algemene bouw van andere niet-residentiële gebouwen,Niet beursgenoteerd
5718,OUD OTEREN,NEEROETEREN,18,n.b.,788519,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 86 40 23,,BE0501795054,659578,0501 795 054,Scholtisplein 28,3680,,Eetgelegenheden met volledige bediening,Niet beursgenoteerd
5719,"DOKTER SIEPRATH PETER, GYNAECOLOGIE",ZUTENDAAL,1,n.b.,394533,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 61 28 70,,BE0501798024,184540,0501 798 024,Pandenstraat 48,3690,,Praktijken van specialisten,Niet beursgenoteerd
5720,GARAGE ELPERS,TESSENDERLO,1,n.b.,572468,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 13 66 29 57,,BE0501827124,74143,0501 827 124,Hulsterweg 3,3980,,"Algemeen onderhoud en reparatie van auto's en lichte bestelwagens (? 3,5 ton)",Niet beursgenoteerd
5721,VINCI FOOD,HOUTHALEN,4,n.b.,3193512,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 73 50 56,,BE0501917491,899335,0501 917 491,Centrum-Zuid 3023 b.3,3530,,Handelsbemiddeling in voedings- en genotmiddelen,Niet beursgenoteerd
5722,TISEA,ZICHEN-ZUSSEN-BOLDER,1,n.b.,219238,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 12 21 07 47,,BE0501940554,67396,0501 940 554,Waterstraat 41A,3770,,Bouwarchitecten,Niet beursgenoteerd
5723,EGS PROJECTS,OUDSBERGEN,5,n.b.,692373,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 38 58 67,,BE0501960548,383158,0501 960 548,Leyssenstraat 55,3660,,Overige gespecialiseerde bouwwerkzaamheden,Niet beursgenoteerd
5724,HET SEIZOENSHOF,GROTE-BROGEL,1,n.b.,28076,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 75 58 29,,BE0501999744,22228,0501 999 744,Bremstraat 9,3990,,Eetgelegenheden met volledige bediening,Niet beursgenoteerd
5725,AK CLEANING,GENK,1,n.b.,71477,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0502249172,61358,0502 249 172,Heesterbesstraat 5,3600,,Algemene reiniging van gebouwen,Niet beursgenoteerd
5726,T-PROJECTS,PEER,3,n.b.,737289,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 91 58 90,,BE0502285992,191440,0502 285 992,Cromsstraat 10,3990,,Overige werkzaamheden in verband met de afwerking van gebouwen,Niet beursgenoteerd
5727,INTRO WINDMOLDERS,HERK-DE-STAD,1,n.b.,456197,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 13 55 47 44,,BE0502290546,221877,0502 290 546,Endepoelstraat 69,3540,,Bouwrijp maken van terreinen,Niet beursgenoteerd
5728,FRITUUR MULLERHOF,KINROOI,3,n.b.,488171,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 70 14 62,,BE0502355674,318459,0502 355 674,Weertersteenweg 343,3640,,Eetgelegenheden met beperkte bediening,Niet beursgenoteerd
5729,ADVANCED BIOMECHANICAL REHABILITATION BELGIUM,HASSELT,6,n.b.,488695,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 87 45 47,,BE0502387942,228265,0502 387 942,Zomerstraat 32,3500,,Computerconsultancy-activiteiten,Niet beursgenoteerd
5730,HARINGS,OUDSBERGEN,1,n.b.,328783,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 489 334 002,,BE0502394969,84163,0502 394 969,Weg naar Gruitrode 39,3660,,Bouwrijp maken van terreinen,Niet beursgenoteerd
5731,EXHALE WELLNESS,ZOLDER,1,n.b.,485794,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 471 696 514,,BE0502405164,43652,0502 405 164,Sint-Jobstraat 183,3550,,"Sauna's, solaria, baden enz.",Niet beursgenoteerd
5732,BAKKERIJ MAGHREB,HASSELT,2,n.b.,78918,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0502406550,77243,0502 406 550,Gaarveldstraat 68a,3500,,Ambachtelijke vervaardiging van brood en van vers banketbakkerswerk,Niet beursgenoteerd
5733,PUTJE RUITENWASSERIJ,DILSEN,2,n.b.,55771,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0502443172,48170,0502 443 172,Hoefkamp 11,3650,,Overige reiniging van gebouwen; industriële reiniging,Niet beursgenoteerd
5734,IPSUM VERZEKERINGEN,HOESELT,3,n.b.,839091,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 51 12 81,,BE0502451981,239690,0502 451 981,Bilzersteenweg 45B b.1,3730,,"Activiteiten van gemengde verzekeringsondernemingen, overwegend niet-leven",Niet beursgenoteerd
5735,TRACS SYSTEMS,TESSENDERLO,18,n.b.,850138,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 13 56 13 56,,BE0502495236,1186009,0502 495 236,Ravenshout Z5.2.50,3980,,Ontwerpen en programmeren van computerprogramma's,Niet beursgenoteerd
5736,GROENPROJECTEN REGO,ALKEN,2,n.b.,159639,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 31 45 04,,BE0502569371,94726,0502 569 371,Steenweg 116,3570,,Landschapsverzorging,Niet beursgenoteerd
5737,CEVEMA SURFACE TREATMENTS,LUMMEN,18,n.b.,1708064,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 13 53 06 80,,BE0502604411,839105,0502 604 411,Dellestraat 26,3560,,Oppervlaktebehandeling van metalen,Niet beursgenoteerd
5738,STUDIO SOMERS,KERKOM-BIJ-SINT-TRUIDEN,3,n.b.,329108,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 74 78 55,,BE0502681318,236144,0502 681 318,Heusdenstraat 2,3800,,"Ingenieurs en aanverwante technische adviseurs, exclusief landmeters",Niet beursgenoteerd
5739,KLIK KOELTECHNIEKEN,EISDEN,3,n.b.,1084082,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0502727640,657935,0502 727 640,Pauwengraaf 123,3630,,Opslag in koelpakhuizen en overige opslag,Niet beursgenoteerd
5740,ACON,MAASMECHELEN,1,n.b.,156905,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0502727739,92150,0502 727 739,Dokter Haubenlaan 4 b.2,3630,,Boekhouders en boekhouders-fiscalisten,Niet beursgenoteerd
5741,SLAGERIJ - TRAITEUR MOLENAERS,HOESELT,4,n.b.,371308,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 41 20 36,,BE0502756344,232288,0502 756 344,Dorpsstraat 21,3730,,"Detailhandel in vlees en vleesproducten in gespecialiseerde winkels, m.u.v. vlees van wild  en van gevogelte",Niet beursgenoteerd
5742,HOVATEC,BILZEN,1,n.b.,465738,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 25 52 19,,BE0502797223,86325,0502 797 223,Heesveld 15 A,3740,,Elektrotechnische installatiewerken aan gebouwen,Niet beursgenoteerd
5743,BRASSERIE 3,HASSELT,5,n.b.,131279,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0502802765,177685,0502 802 765,Gouv. Verwilghensingel 40,3500,,Eetgelegenheden met beperkte bediening,Niet beursgenoteerd
5744,NB-TRANS,HALEN,11,n.b.,891675,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 13 53 16 73,,BE0502814049,494212,0502 814 049,Liniestraat 70,3545,,"Goederenvervoer over de weg, m.u.v. verhuisbedrijven",Niet beursgenoteerd
5745,ALLNUTS,HERK-DE-STAD,11,n.b.,1264119,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 13 55 05 59,,BE0502866212,773672,0502 866 212,Industrieweg 1038,3540,,Detailhandel in groenten en fruit in gespecialiseerde winkels,Niet beursgenoteerd
5746,ACCOUNTANTSKANTOOR SANDRA WOUTERS,HELCHTEREN,1,n.b.,43066,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 91 61 52,,BE0502867497,54834,0502 867 497,Winningstraat 8,3530,,Accountants en belastingconsulenten,Niet beursgenoteerd
5747,FIRSTLINE,ZOLDER,1,n.b.,115547,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 27 06 08,,BE0502913029,67690,0502 913 029,Stationsstraat 6,3550,,Bouw van civieltechnische werken voor elektriciteit en telecommunicatie,Niet beursgenoteerd
5748,TRUCKSTOP MY PLACE,GENK,1,n.b.,69670,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 499 377 262,,BE0502944505,9785,0502 944 505,Risstraat 6 b.13,3600,,Eetgelegenheden met volledige bediening,Niet beursgenoteerd
5749,BRLOGISTICS,NEEROETEREN,21,n.b.,1762589,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 472 543 381,,BE0502998250,914520,0502 998 250,Heerbaan 72,3680,,"Goederenvervoer over de weg, m.u.v. verhuisbedrijven",Niet beursgenoteerd
5750,FISH 2 BE,ROTEM,1,n.b.,381109,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0503837695,-92582,0503 837 695,Kempenstraat 13,3650,,Detailhandel in vis en schaal- en weekdieren in gespecialiseerde winkels,Niet beursgenoteerd
5751,MRI,BEVERST,3,n.b.,50723,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 42 65 77,,BE0503842546,73620,0503 842 546,Kastanjestraat 17,3740,,Eetgelegenheden met volledige bediening,Niet beursgenoteerd
5752,ISOTERA,REPPEL,3,n.b.,969075,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 47 30 68,,BE0503864322,312594,0503 864 322,Leliestraat 7,3950,,Isolatiewerkzaamheden,Niet beursgenoteerd
5753,RISK TO SAFETY,NEEROETEREN,1,n.b.,104956,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0503880257,71661,0503 880 257,Zandbergerstraat 11,3680,,Overige adviesbureaus op het gebied van bedrijfsbeheer; adviesbureaus  op het gebied van bedrijfsvoering,Niet beursgenoteerd
5754,HAPPIT,OUDSBERGEN,2,n.b.,189359,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 75 67 38,,BE0503915295,206368,0503 915 295,Boogstraat 15,3670,,Ontwerpen en programmeren van computerprogramma's,Niet beursgenoteerd
5755,ARTIC PAINT,ZONHOVEN,1,n.b.,256310,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 479 223 612,,BE0503915394,198441,0503 915 394,Houthalenseweg 118 b.B,3520,,Algemene bouw van residentiële gebouwen,Niet beursgenoteerd
5756,APPWISE,DIEPENBEEK,30,n.b.,1308177,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 471 105 855,,BE0503920245,2305419,0503 920 245,Watertorenstraat 2,3590,,Ontwerpen en programmeren van computerprogramma's,Niet beursgenoteerd
5757,LHB,BERINGEN,1,n.b.,855866,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0503934992,224870,0503 934 992,Lummenseweg 43,3580,,Overige adviesbureaus op het gebied van bedrijfsbeheer; adviesbureaus  op het gebied van bedrijfsvoering,Niet beursgenoteerd
5758,INOVA,ZONHOVEN,10,n.b.,426115,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 91 27 79,,BE0503937863,208190,0503 937 863,Heuvenstraat 8,3520,,"Bouwmarkten en andere doe-het-zelfzaken in bouwmaterialen, algemeen assortiment",Niet beursgenoteerd
5759,DENZO VISION,SINT-TRUIDEN,2,n.b.,185577,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 94 81 12,,BE0503957857,110703,0503 957 857,Sint-Martenplein 4,3800,,Vervaardiging van keukenmeubelen,Niet beursgenoteerd
5760,CHRIS KRANTJE,OUDSBERGEN,2,n.b.,437733,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 85 71 40,,BE0503964191,131737,0503 964 191,Weg naar Zwartberg 9,3660,,Detailhandel in tabaksproducten in gespecialiseerde winkels,Niet beursgenoteerd
5761,SB VERWARMING EN SANITAIR,LOMMEL,1,n.b.,1379016,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 55 51 59,,BE0503982702,172711,0503 982 702,Kattenbos 31,3920,,"Installatie van verwarming, klimaatregeling en ventilatie",Niet beursgenoteerd
5762,BROKERAGE CONSILIUM,GENK,3,n.b.,582184,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 69 30 00,,BE0504872924,242710,0504 872 924,Emiel Van Dorenlaan 76,3600,,Verzekeringsagenten en -makelaars,Niet beursgenoteerd
5763,STRAKK BOUWPRODUCTEN,AS,4,n.b.,435655,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0505625267,178049,0505 625 267,Vennekeslaan 7,3665,,Verspanend bewerken van metalen,Niet beursgenoteerd
5764,ELYTRA,BOEKHOUT,1,n.b.,148305,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 497 650 424,,BE0505632888,75939,0505 632 888,Boekhoutstraat 27,3890,,Overige diensten op het gebied van informatietechnologie en computer,Niet beursgenoteerd
5765,SYNTRA BUSINESS,GENK,5,n.b.,898599,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 30 32 42,,BE0505697325,402968,0505 697 325,Thor Park 8040,3600,,Beroepsopleiding,Niet beursgenoteerd
5766,FOODDESK,BERINGEN,6,n.b.,1406146,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 14 58 84 66,,BE0505738501,-49114,0505 738 501,Graaf van Loonstraat 5,3580,,"Groothandel in computers, randapparatuur en software",Niet beursgenoteerd
5767,ST-ENERGY,KURINGEN,1,n.b.,332652,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0505759285,85767,0505 759 285,Pallekensbergstraat 3,3511,,Vervaardiging van niet-elektrische huishoudapparaten,Niet beursgenoteerd
5768,BELBO,SINT-TRUIDEN,8,n.b.,334386,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 72 55 12,,BE0505764928,659998,0505 764 928,Naamsevest 46,3800,,Verpleegkundige activiteiten,Niet beursgenoteerd
5769,HEMANO,PAAL,191,n.b.,1165988,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 93 30 60,,BE0505768787,3399176,0505 768 787,Diestersesteenweg 56,3583,,Diverse ondersteunende activiteiten ten behoeve van voorzieningen,Niet beursgenoteerd
5770,VHNC,RIEMST,3,n.b.,389510,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 12 45 79 27,,BE0505791652,148812,0505 791 652,Reeckervelt 4,3770,,Verhuur en lease van andere machines en werktuigen en andere materiële goederen,Niet beursgenoteerd
5771,RETROWORKS,OUDSBERGEN,1,n.b.,359554,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 21 77 29,,BE0505804223,72740,0505 804 223,Weg naar As 155,3660,,Reclamebureaus,Niet beursgenoteerd
5772,SB IMMO+,OPITTER,1,n.b.,353059,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 51 47 11,,BE0505839360,111758,0505 839 360,Poststraat 11,3960,,Algemene bouw van residentiële gebouwen,Niet beursgenoteerd
5773,KARDITSEL,LUMMEN,4,n.b.,690002,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 483 545 395,,BE0505839459,267487,0505 839 459,Goeslaerstraat 33,3560,,Zuivelfabrieken en kaasmakerijen,Niet beursgenoteerd
5774,ANDYNEL,BRUSTEM,3,n.b.,353113,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 19 45 64,,BE0505840152,144014,0505 840 152,Vliegveldlaan 108,3800,,Detailhandel in groenten en fruit in gespecialiseerde winkels,Niet beursgenoteerd
5775,Y&A,BILZEN,1,n.b.,146432,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 12 67 18 09,,BE0505857374,38034,0505 857 374,Tongersestraat 35,3740,,"Sauna's, solaria, baden enz.",Niet beursgenoteerd
5776,"COEMANS EN COLAERS, GEASSOCIEERDE NOTARISSEN",OUDSBERGEN,7,n.b.,7564963,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 79 40 40,,BE0505871628,563814,0505 871 628,Hoogstraat 62B,3670,,Activiteiten van notarissen,Niet beursgenoteerd
